Date,10TC_SCURMON,10TC_S+1MON,10TC_S+2MON,10TC_S+3MON,10TC_S+4MON,10TC_S+5MON,10TC_SCURQ,10TC_S+1Q,10TC_S+2Q,10TC_S+3Q,10TC_S+4Q,10TC_S+1CAL,10TC_S+2CAL,10TC_S+3CAL,10TC_S+4CAL,10TC_S+5CAL,10TC_S+6CAL,10TC_S+7CAL
2018-03-08,11890.0,12760.0,12670.0,12450.0,12300.0,,11890.0,12627.0,12130.0,12970.0,11730.0,11980.0,11090.0,10650.0,10410.0,10420.0,10380.0,10360.0
2018-03-09,11870.0,12870.0,12790.0,12470.0,12380.0,,11870.0,12710.0,12210.0,12970.0,11750.0,11980.0,11100.0,10650.0,10410.0,10410.0,10380.0,10360.0
2018-03-12,11840.0,12790.0,12700.0,12380.0,12250.0,,11840.0,12623.0,12100.0,12920.0,11690.0,11920.0,11080.0,10650.0,10410.0,10400.0,10380.0,10360.0
2018-03-13,11790.0,12720.0,12640.0,12325.0,12160.0,,11790.0,12562.0,11990.0,12810.0,11630.0,11850.0,11050.0,10610.0,10380.0,10350.0,10330.0,10310.0
2018-03-14,11800.0,12740.0,12660.0,12360.0,12200.0,,11800.0,12587.0,11980.0,12810.0,11640.0,11820.0,11030.0,10600.0,10350.0,10320.0,10300.0,10270.0
2018-03-15,11910.0,12940.0,12850.0,12480.0,12290.0,,11910.0,12757.0,12080.0,12820.0,11550.0,11830.0,11010.0,10580.0,10310.0,10300.0,10270.0,10260.0
2018-03-16,11890.0,12930.0,12850.0,12470.0,12290.0,,11890.0,12750.0,12080.0,12820.0,11560.0,11830.0,11010.0,10580.0,10310.0,10300.0,10270.0,10260.0
2018-03-19,11890.0,12990.0,12885.0,12500.0,12350.0,,11890.0,12792.0,12170.0,12830.0,11600.0,11860.0,11030.0,10580.0,10310.0,10300.0,10270.0,10260.0
2018-03-20,11910.0,12870.0,12850.0,12490.0,12330.0,,11910.0,12737.0,12140.0,12850.0,11570.0,11850.0,11020.0,10560.0,10310.0,10300.0,10265.0,10245.0
2018-03-21,11850.0,12830.0,12760.0,12430.0,12260.0,,11850.0,12673.0,12060.0,12780.0,11500.0,11810.0,10970.0,10530.0,10280.0,10290.0,10255.0,10245.0
2018-03-22,11860.0,12890.0,12780.0,12470.0,12300.0,,11860.0,12714.0,12110.0,12800.0,11490.0,11790.0,10920.0,10510.0,10290.0,10290.0,10260.0,10260.0
2018-03-23,11840.0,12770.0,12710.0,12440.0,12240.0,,11840.0,12640.0,12050.0,12740.0,11460.0,11740.0,10880.0,10490.0,10280.0,10280.0,10260.0,10260.0
2018-03-26,11830.0,12620.0,12580.0,12380.0,12150.0,,11830.0,12527.0,11910.0,12630.0,11350.0,11680.0,10830.0,10460.0,10250.0,10240.0,10240.0,10240.0
2018-03-27,11880.0,12420.0,12330.0,12120.0,11950.0,,11880.0,12290.0,11790.0,12540.0,11310.0,11550.0,10680.0,10370.0,10200.0,10170.0,10170.0,10170.0
2018-03-28,11880.0,12270.0,12290.0,12140.0,11930.0,,11880.0,12233.0,11800.0,12550.0,11320.0,11540.0,10620.0,10390.0,10230.0,10210.0,10220.0,10220.0
2018-03-29,12120.0,12250.0,12080.0,11860.0,11810.0,,12150.0,11810.0,12560.0,11330.0,11480.0,11520.0,10580.0,10390.0,10250.0,10220.0,10230.0,10230.0
2018-04-03,11790.0,11960.0,11770.0,11570.0,11520.0,,11840.0,11570.0,12360.0,11120.0,11350.0,11360.0,10440.0,10270.0,10150.0,10120.0,10120.0,10120.0
2018-04-04,11600.0,11750.0,11570.0,11370.0,11360.0,,11640.0,11410.0,12190.0,10960.0,11150.0,11200.0,10300.0,10130.0,10064.0,10040.0,10040.0,10040.0
2018-04-05,11700.0,11860.0,11640.0,11430.0,11420.0,,11733.0,11520.0,12260.0,10980.0,11170.0,11230.0,10330.0,10210.0,10150.0,10130.0,10120.0,10120.0
2018-04-06,11780.0,12030.0,11790.0,11560.0,11580.0,,11867.0,11680.0,12430.0,11140.0,11300.0,11350.0,10430.0,10310.0,10240.0,10190.0,10190.0,10190.0
2018-04-09,11860.0,12150.0,11950.0,11730.0,11760.0,,11987.0,11830.0,12590.0,11300.0,11470.0,11490.0,10550.0,10400.0,10310.0,10260.0,10240.0,10240.0
2018-04-10,11860.0,12180.0,12020.0,11800.0,11820.0,,12020.0,11890.0,12650.0,11370.0,11540.0,11550.0,10580.0,10460.0,10340.0,10300.0,10270.0,10270.0
2018-04-11,11810.0,12110.0,11990.0,11780.0,11820.0,,11970.0,11880.0,12650.0,11380.0,11560.0,11560.0,10540.0,10450.0,10360.0,10320.0,10280.0,10280.0
2018-04-12,11860.0,12190.0,12070.0,11840.0,11910.0,,12040.0,11960.0,12740.0,11430.0,11620.0,11620.0,10600.0,10500.0,10410.0,10370.0,10315.0,10315.0
2018-04-13,11800.0,12170.0,12070.0,11860.0,11930.0,,12013.0,11990.0,12760.0,11460.0,11660.0,11660.0,10610.0,10520.0,10430.0,10390.0,10315.0,10315.0
2018-04-16,11650.0,12020.0,11940.0,11790.0,11820.0,,11870.0,11960.0,12680.0,11400.0,11600.0,11600.0,10590.0,10510.0,10430.0,10380.0,10315.0,10315.0
2018-04-17,11500.0,11850.0,11900.0,11740.0,11800.0,,11750.0,11940.0,12540.0,11380.0,11550.0,11510.0,10600.0,10470.0,10420.0,10370.0,10315.0,10315.0
2018-04-18,11410.0,11750.0,11850.0,11690.0,11750.0,,11670.0,11940.0,12480.0,11310.0,11490.0,11430.0,10600.0,10410.0,10390.0,10330.0,10300.0,10300.0
2018-04-19,11360.0,11710.0,11850.0,11710.0,11780.0,,11640.0,11970.0,12510.0,11350.0,11560.0,11520.0,10670.0,10450.0,10410.0,10370.0,10320.0,10320.0
2018-04-20,11350.0,11820.0,11890.0,11790.0,11860.0,,11687.0,12050.0,12570.0,11380.0,11600.0,11570.0,10690.0,10450.0,10395.0,10355.0,10320.0,10320.0
2018-04-23,11330.0,11810.0,11920.0,11760.0,11820.0,,11687.0,12040.0,12550.0,11390.0,11620.0,11620.0,10730.0,10420.0,10370.0,10330.0,10305.0,10305.0
2018-04-24,11320.0,11840.0,11960.0,11810.0,11880.0,,11707.0,12110.0,12600.0,11420.0,11680.0,11670.0,10770.0,10430.0,10360.0,10330.0,10295.0,10355.0
2018-04-25,11340.0,11920.0,11990.0,11840.0,11890.0,,11750.0,12110.0,12600.0,11400.0,11660.0,11640.0,10780.0,10430.0,10350.0,10330.0,10295.0,10315.0
2018-04-26,11320.0,11870.0,11930.0,11810.0,11850.0,,11706.0,12060.0,12540.0,11390.0,11640.0,11650.0,10760.0,10430.0,10350.0,10325.0,10290.0,10290.0
2018-04-27,11320.0,11890.0,11940.0,11820.0,11840.0,,11716.0,12070.0,12560.0,11410.0,11640.0,11650.0,10775.0,10440.0,10350.0,10325.0,10290.0,10290.0
2018-04-30,11800.0,11870.0,11800.0,11840.0,12150.0,,11835.0,11930.0,12510.0,11370.0,11590.0,11640.0,10765.0,10440.0,10350.0,10325.0,10290.0,10290.0
2018-05-01,11770.0,11840.0,11790.0,11860.0,12100.0,,11805.0,11916.0,12510.0,11300.0,11610.0,11620.0,10725.0,10450.0,10350.0,10325.0,10290.0,10290.0
2018-05-02,11780.0,11840.0,11820.0,11900.0,12120.0,,11810.0,11947.0,12560.0,11330.0,11680.0,11680.0,10800.0,10470.0,10370.0,10345.0,10310.0,10310.0
2018-05-03,11780.0,11840.0,11890.0,11950.0,12150.0,,11810.0,11997.0,12590.0,11340.0,11680.0,11685.0,10830.0,10470.0,10365.0,10320.0,10290.0,10300.0
2018-05-04,11750.0,11800.0,11920.0,11980.0,12130.0,,11775.0,12010.0,12600.0,11300.0,11660.0,11705.0,10840.0,10420.0,10330.0,10290.0,10265.0,10270.0
2018-05-08,11720.0,11810.0,11930.0,11975.0,12130.0,,11765.0,12012.0,12520.0,11290.0,11660.0,11675.0,10790.0,10430.0,10320.0,10285.0,10270.0,10270.0
2018-05-09,11660.0,11780.0,11920.0,11935.0,12095.0,,11720.0,11983.0,12590.0,11290.0,11660.0,11710.0,10810.0,10450.0,10320.0,10285.0,10260.0,10260.0
2018-05-10,11650.0,11770.0,11950.0,11970.0,12100.0,,11710.0,12007.0,12610.0,11290.0,11660.0,11720.0,10820.0,10450.0,10315.0,10280.0,10260.0,10260.0
2018-05-11,11670.0,11810.0,11990.0,12020.0,12140.0,,11740.0,12050.0,12660.0,11295.0,11670.0,11740.0,10830.0,10450.0,10310.0,10285.0,10260.0,10260.0
2018-05-14,11590.0,11750.0,11955.0,12030.0,12130.0,,11670.0,12038.0,12590.0,11285.0,11660.0,11730.0,10820.0,10430.0,10305.0,10270.0,10250.0,10250.0
2018-05-15,11550.0,11690.0,11935.0,12040.0,12135.0,,11620.0,12037.0,12580.0,11285.0,11650.0,11755.0,10840.0,10430.0,10295.0,10270.0,10250.0,10250.0
2018-05-16,11540.0,11630.0,11870.0,12080.0,12190.0,,11585.0,12047.0,12660.0,11255.0,11620.0,11775.0,10880.0,10440.0,10305.0,10290.0,10270.0,10270.0
2018-05-17,11580.0,11750.0,11960.0,12120.0,12220.0,,11665.0,12100.0,12660.0,11295.0,11650.0,11795.0,10900.0,10425.0,10315.0,10290.0,10280.0,10270.0
2018-05-18,11590.0,11760.0,11965.0,12130.0,12235.0,,11675.0,12110.0,12670.0,11300.0,11650.0,11805.0,10910.0,10425.0,10320.0,10295.0,10280.0,10270.0
2018-05-21,11560.0,11760.0,11990.0,12175.0,12300.0,,11660.0,12155.0,12725.0,11320.0,11700.0,11870.0,10970.0,10450.0,10340.0,10325.0,10315.0,10310.0
2018-05-22,11560.0,11760.0,12000.0,12180.0,12320.0,,11660.0,12166.0,12720.0,11320.0,11710.0,11860.0,11020.0,10460.0,10360.0,10335.0,10315.0,10310.0
2018-05-23,11480.0,11580.0,11890.0,12100.0,12220.0,,11530.0,12070.0,12600.0,11250.0,11660.0,11790.0,10990.0,10455.0,10355.0,10330.0,10310.0,10305.0
2018-05-24,11480.0,11560.0,11830.0,12020.0,12190.0,,11520.0,12013.0,12570.0,11230.0,11630.0,11750.0,10970.0,10420.0,10320.0,10305.0,10275.0,10270.0
2018-05-25,11480.0,11550.0,11800.0,11990.0,12180.0,,11515.0,11990.0,12550.0,11240.0,11630.0,11745.0,10960.0,10410.0,10310.0,10295.0,10285.0,10280.0
2018-05-29,11470.0,11540.0,11760.0,11950.0,12170.0,,11505.0,11960.0,12525.0,11180.0,11590.0,11715.0,10940.0,10380.0,10290.0,10285.0,10275.0,10275.0
2018-05-30,11475.0,11570.0,11780.0,11980.0,12210.0,,11523.0,11990.0,12530.0,11140.0,11570.0,11690.0,10950.0,10370.0,10280.0,10280.0,10280.0,10280.0
2018-05-31,11720.0,11980.0,12140.0,12350.0,12410.0,,11720.0,12157.0,12670.0,11250.0,11680.0,11820.0,11040.0,10400.0,10310.0,10300.0,10300.0,10310.0
2018-06-01,11840.0,12240.0,12380.0,12610.0,12640.0,,11840.0,12410.0,12790.0,11280.0,11860.0,11940.0,11140.0,10390.0,10320.0,10310.0,10310.0,10320.0
2018-06-04,11780.0,12190.0,12340.0,12560.0,12650.0,,11780.0,12363.0,12780.0,11300.0,11820.0,12010.0,11170.0,10390.0,10330.0,10320.0,10320.0,10335.0
2018-06-05,11770.0,12280.0,12430.0,12620.0,12700.0,,11770.0,12443.0,12830.0,11320.0,11840.0,12100.0,11230.0,10400.0,10350.0,10345.0,10345.0,10360.0
2018-06-06,11770.0,12280.0,12420.0,12600.0,12710.0,,11770.0,12433.0,12880.0,11350.0,11860.0,12190.0,11280.0,10440.0,10390.0,10370.0,10370.0,10385.0
2018-06-07,11770.0,12290.0,12420.0,12580.0,12710.0,,11770.0,12430.0,12900.0,11360.0,11870.0,12190.0,11280.0,10420.0,10390.0,10375.0,10385.0,10400.0
2018-06-08,11750.0,12310.0,12490.0,12660.0,12760.0,,11750.0,12487.0,12925.0,11380.0,11920.0,12220.0,11320.0,10460.0,10390.0,10375.0,10385.0,10400.0
2018-06-11,11740.0,12345.0,12530.0,12660.0,12790.0,,11740.0,12512.0,13000.0,11390.0,11940.0,12290.0,11340.0,10470.0,10400.0,10385.0,10395.0,10410.0
2018-06-12,11770.0,12330.0,12520.0,12655.0,12770.0,,11770.0,12502.0,13010.0,11390.0,11950.0,12320.0,11340.0,10470.0,10400.0,10395.0,10400.0,10410.0
2018-06-13,11790.0,12330.0,12510.0,12630.0,12780.0,,11790.0,12490.0,13010.0,11390.0,11960.0,12320.0,11350.0,10500.0,10390.0,10360.0,10360.0,10370.0
2018-06-14,11750.0,12260.0,12440.0,12570.0,12720.0,,11750.0,12423.0,12970.0,11360.0,11930.0,12290.0,11360.0,10500.0,10380.0,10345.0,10335.0,10350.0
2018-06-15,11690.0,12110.0,12300.0,12440.0,12580.0,,11690.0,12283.0,12850.0,11270.0,11870.0,12245.0,11320.0,10430.0,10350.0,10355.0,10385.0,10370.0
2018-06-18,11700.0,12080.0,12250.0,12410.0,12560.0,,11700.0,12247.0,12800.0,11270.0,11850.0,12230.0,11335.0,10400.0,10360.0,10375.0,10385.0,10370.0
2018-06-19,11670.0,12020.0,12200.0,12340.0,12470.0,,11670.0,12187.0,12770.0,11230.0,11810.0,12220.0,11325.0,10420.0,10370.0,10375.0,10375.0,10360.0
2018-06-20,11670.0,12010.0,12170.0,12320.0,12450.0,,11670.0,12167.0,12750.0,11230.0,11800.0,12210.0,11315.0,10420.0,10380.0,10375.0,10375.0,10360.0
2018-06-21,11680.0,12010.0,12160.0,12320.0,12450.0,,11680.0,12163.0,12770.0,11240.0,11790.0,12210.0,11315.0,10420.0,10375.0,10380.0,10380.0,10360.0
2018-06-22,11690.0,12060.0,12210.0,12390.0,12510.0,,11690.0,12220.0,12800.0,11250.0,11800.0,12220.0,11320.0,10410.0,10375.0,10380.0,10380.0,10360.0
2018-06-25,11675.0,12050.0,12200.0,12340.0,12550.0,,11675.0,12197.0,12820.0,11250.0,11810.0,12220.0,11320.0,10380.0,10315.0,10330.0,10340.0,10310.0
2018-06-26,11595.0,11830.0,12040.0,12250.0,12440.0,,11595.0,12040.0,12730.0,11190.0,11760.0,12170.0,11270.0,10320.0,10250.0,10270.0,10280.0,10250.0
2018-06-27,11575.0,11850.0,12110.0,12290.0,12490.0,,11575.0,12083.0,12740.0,11180.0,11740.0,12170.0,11260.0,10300.0,10240.0,10240.0,10250.0,10250.0
2018-06-28,11475.0,11830.0,12100.0,12270.0,12490.0,,11475.0,12067.0,12740.0,11190.0,11740.0,12130.0,11290.0,10290.0,10230.0,10250.0,10260.0,10250.0
2018-06-29,11714.0,12069.0,12309.0,12520.0,12810.0,,12030.0,12784.0,11247.0,11889.0,12359.0,12217.0,11557.0,10363.0,10224.0,10195.0,10195.0,10195.0
2018-07-02,11579.0,11929.0,12229.0,12490.0,12780.0,,11912.0,12679.0,11224.0,11889.0,12360.0,12224.0,11659.0,10424.0,10209.0,10180.0,10170.0,10160.0
2018-07-03,11399.0,11829.0,12179.0,12470.0,12740.0,,11802.0,12639.0,11194.0,11879.0,12320.0,12144.0,11649.0,10434.0,10199.0,10170.0,10170.0,10150.0
2018-07-04,11290.0,11810.0,12110.0,12450.0,12710.0,,11737.0,12610.0,11170.0,11840.0,12260.0,12080.0,11660.0,10440.0,10180.0,10160.0,10160.0,10140.0
2018-07-05,11310.0,11860.0,12140.0,12480.0,12750.0,,11770.0,12680.0,11200.0,11860.0,12340.0,12100.0,11670.0,10510.0,10190.0,10170.0,10170.0,10150.0
2018-07-06,11270.0,11790.0,12070.0,12450.0,12720.0,,11710.0,12580.0,11150.0,11830.0,12340.0,12060.0,11660.0,10480.0,10160.0,10140.0,10140.0,10130.0
2018-07-09,11285.0,11800.0,12130.0,12470.0,12790.0,,11738.0,12645.0,11170.0,11850.0,12350.0,12100.0,11670.0,10480.0,10155.0,10125.0,10125.0,10115.0
2018-07-10,11345.0,12030.0,12430.0,12690.0,12950.0,,11935.0,12735.0,11220.0,11880.0,12370.0,12170.0,11695.0,10475.0,10155.0,10105.0,10100.0,10090.0
2018-07-11,11325.0,12080.0,12530.0,12730.0,13000.0,,11979.0,12845.0,11235.0,11910.0,12420.0,12235.0,11725.0,10435.0,10155.0,10100.0,10100.0,10070.0
2018-07-12,11255.0,11980.0,12430.0,12610.0,12880.0,,11889.0,12640.0,11185.0,11885.0,12375.0,12195.0,11695.0,10395.0,10140.0,10090.0,10050.0,10050.0
2018-07-13,11200.0,11880.0,12370.0,12570.0,12820.0,,11817.0,12620.0,11170.0,11875.0,12365.0,12205.0,11695.0,10385.0,10140.0,10090.0,10040.0,10040.0
2018-07-16,11165.0,11825.0,12310.0,12485.0,12740.0,,11767.0,12555.0,11150.0,11875.0,12305.0,12140.0,11690.0,10370.0,10120.0,10070.0,10020.0,10020.0
2018-07-17,11070.0,11715.0,12152.0,12345.0,12630.0,,11646.0,12485.0,11110.0,11855.0,12275.0,12120.0,11640.0,10315.0,10095.0,10050.0,9990.0,9990.0
2018-07-18,11054.0,11694.0,12159.0,12360.0,12630.0,,11635.0,12469.0,11115.0,11870.0,12280.0,12160.0,11680.0,10330.0,10115.0,10080.0,10000.0,10000.0
2018-07-19,11030.0,11720.0,12149.0,12350.0,12610.0,,11633.0,12479.0,11100.0,11820.0,12290.0,12160.0,11655.0,10380.0,10115.0,10080.0,10020.0,10020.0
2018-07-20,11100.0,11930.0,12320.0,12460.0,12690.0,,11783.0,12540.0,11140.0,11870.0,12340.0,12180.0,11680.0,10400.0,10130.0,10090.0,10040.0,10050.0
2018-07-23,11100.0,12230.0,12510.0,12610.0,12820.0,,11947.0,12660.0,11180.0,12000.0,12380.0,12260.0,11710.0,10440.0,10140.0,10110.0,10050.0,10050.0
2018-07-24,11100.0,12010.0,12310.0,12500.0,12710.0,,11807.0,12560.0,11130.0,12000.0,12340.0,12220.0,11680.0,10450.0,10140.0,10120.0,10060.0,10060.0
2018-07-25,11110.0,12030.0,12159.0,12449.0,12660.0,,11766.0,12559.0,11120.0,11970.0,12350.0,12240.0,11680.0,10450.0,10140.0,10130.0,10060.0,10060.0
2018-07-26,11070.0,11920.0,12220.0,12440.0,12630.0,,11737.0,12480.0,11100.0,11980.0,12350.0,12210.0,11680.0,10410.0,10130.0,10120.0,10060.0,10060.0
2018-07-27,11010.0,11965.0,12205.0,12440.0,12630.0,,11727.0,12510.0,11110.0,12000.0,12380.0,12210.0,11680.0,10410.0,10130.0,10120.0,10060.0,10060.0
2018-07-30,11010.0,11945.0,12205.0,12440.0,12630.0,,11720.0,12510.0,11120.0,12000.0,12380.0,12220.0,11680.0,10410.0,10130.0,10120.0,10060.0,10060.0
2018-07-31,11850.0,12110.0,12410.0,12610.0,12570.0,,11980.0,12530.0,11120.0,11980.0,12350.0,12250.0,11525.0,10370.0,10080.0,10060.0,10070.0,10070.0
2018-08-01,11610.0,12070.0,12360.0,12580.0,12510.0,,11840.0,12483.0,11080.0,12010.0,12320.0,12270.0,11670.0,10420.0,10140.0,10120.0,10090.0,10080.0
2018-08-02,11560.0,11960.0,12380.0,12570.0,12470.0,,11760.0,12473.0,11070.0,12010.0,12340.0,12300.0,11680.0,10440.0,10150.0,10130.0,10100.0,10090.0
2018-08-03,11560.0,11940.0,12390.0,12600.0,12490.0,,11750.0,12493.0,11080.0,12060.0,12360.0,12335.0,11730.0,10470.0,10170.0,10150.0,10110.0,10100.0
2018-08-06,11580.0,11920.0,12380.0,12610.0,12480.0,,11750.0,12490.0,11090.0,12070.0,12360.0,12335.0,11750.0,10480.0,10180.0,10150.0,10110.0,10100.0
2018-08-07,11550.0,11900.0,12390.0,12540.0,12460.0,,11725.0,12463.0,11090.0,12090.0,12360.0,12345.0,11750.0,10480.0,10180.0,10140.0,10080.0,10080.0
2018-08-08,11520.0,12030.0,12520.0,12630.0,12520.0,,11775.0,12557.0,11130.0,12120.0,12400.0,12390.0,11770.0,10500.0,10190.0,10140.0,10080.0,10080.0
2018-08-09,11540.0,12130.0,12540.0,12700.0,12580.0,,11835.0,12607.0,11190.0,12200.0,12510.0,12470.0,11780.0,10500.0,10210.0,10155.0,10110.0,10090.0
2018-08-10,11590.0,12395.0,12640.0,12780.0,12660.0,,11993.0,12693.0,11240.0,12290.0,12580.0,12500.0,11790.0,10500.0,10210.0,10155.0,10090.0,10090.0
2018-08-13,11615.0,12450.0,12675.0,12830.0,12680.0,,12033.0,12728.0,11270.0,12280.0,12575.0,12450.0,11770.0,10445.0,10210.0,10155.0,10100.0,10100.0
2018-08-14,11615.0,12440.0,12680.0,12835.0,12660.0,,12028.0,12725.0,11235.0,12260.0,12535.0,12425.0,11750.0,10430.0,10195.0,10145.0,10100.0,10090.0
2018-08-15,11625.0,12385.0,12620.0,12750.0,12570.0,,12005.0,12647.0,11265.0,12265.0,12520.0,12390.0,11745.0,10450.0,10185.0,10140.0,10080.0,10070.0
2018-08-16,11605.0,12400.0,12580.0,12750.0,12560.0,,12003.0,12630.0,11285.0,12260.0,12520.0,12390.0,11755.0,10440.0,10160.0,10115.0,10055.0,10035.0
2018-08-17,11610.0,12410.0,12610.0,12760.0,12570.0,,12010.0,12647.0,11370.0,12320.0,12540.0,12415.0,11735.0,10420.0,10140.0,10085.0,10055.0,10035.0
2018-08-20,11620.0,12570.0,12760.0,12860.0,12580.0,,12095.0,12733.0,11430.0,12380.0,12560.0,12465.0,11715.0,10430.0,10150.0,10085.0,10055.0,10035.0
2018-08-21,11650.0,12640.0,12850.0,12890.0,12610.0,,12145.0,12784.0,11530.0,12430.0,12570.0,12510.0,11720.0,10440.0,10120.0,10075.0,10050.0,10030.0
2018-08-22,11650.0,12635.0,12860.0,12960.0,12640.0,,12143.0,12820.0,11530.0,12430.0,12590.0,12460.0,11710.0,10420.0,10080.0,10065.0,10040.0,10020.0
2018-08-23,11650.0,12640.0,12890.0,13000.0,12640.0,,12145.0,12843.0,11510.0,12440.0,12590.0,12460.0,11700.0,10410.0,10070.0,10035.0,10020.0,10010.0
2018-08-24,11635.0,12620.0,12879.0,13000.0,12627.0,,12128.0,12835.0,11515.0,12455.0,12590.0,12445.0,11705.0,10390.0,10045.0,9950.0,9920.0,9920.0
2018-08-28,11680.0,12580.0,12885.0,13010.0,12650.0,,12130.0,12848.0,11475.0,12450.0,12410.0,12430.0,11710.0,10395.0,10060.0,9990.0,9940.0,9930.0
2018-08-29,11690.0,12685.0,12980.0,13100.0,12730.0,,12188.0,12937.0,11535.0,12470.0,12360.0,12430.0,11680.0,10360.0,9995.0,9930.0,9910.0,9900.0
2018-08-30,11720.0,12760.0,12930.0,13110.0,12750.0,,12240.0,12930.0,11560.0,12480.0,12320.0,12450.0,11675.0,10445.0,9980.0,9910.0,9900.0,9890.0
2018-08-31,12570.0,12790.0,13040.0,12670.0,11480.0,,12570.0,12833.0,11530.0,12440.0,12280.0,12420.0,11615.0,10445.0,9975.0,9870.0,9850.0,9830.0
2018-09-03,12492.0,12738.0,12933.0,12562.0,11500.0,,12492.0,12744.0,11567.0,12486.0,12246.0,12413.0,11617.0,10513.0,9942.0,9846.0,9833.0,9815.0
2018-09-04,12538.0,12738.0,12913.0,12592.0,11542.0,,12538.0,12747.0,11579.0,12521.0,12204.0,12413.0,11667.0,10592.0,9938.0,9842.0,9821.0,9792.0
2018-09-05,12579.0,12763.0,12929.0,12629.0,11583.0,,12579.0,12774.0,11608.0,12563.0,12267.0,12500.0,11725.0,10650.0,9958.0,9846.0,9825.0,9800.0
2018-09-06,12688.0,12817.0,13038.0,12717.0,11642.0,,12688.0,12857.0,11654.0,12638.0,12329.0,12563.0,11779.0,10700.0,9979.0,9875.0,9850.0,9821.0
2018-09-07,12704.0,12821.0,13038.0,12700.0,11667.0,,12704.0,12853.0,11729.0,12629.0,12342.0,12588.0,11804.0,10704.0,9975.0,9871.0,9846.0,9817.0
2018-09-10,12663.0,12817.0,13017.0,12704.0,11671.0,,12663.0,12846.0,11717.0,12621.0,12342.0,12579.0,11850.0,10758.0,9979.0,9883.0,9850.0,9821.0
2018-09-11,12596.0,12704.0,12938.0,12638.0,11667.0,,12596.0,12760.0,11708.0,12629.0,12346.0,12550.0,11875.0,10779.0,9958.0,9883.0,9850.0,9821.0
2018-09-12,12592.0,12683.0,12892.0,12600.0,11675.0,,12592.0,12725.0,11671.0,12621.0,12342.0,12525.0,11892.0,10796.0,9950.0,9892.0,9850.0,9821.0
2018-09-13,12608.0,12717.0,12904.0,12604.0,11679.0,,12608.0,12742.0,11658.0,12608.0,12338.0,12509.0,11900.0,10829.0,9958.0,9892.0,9858.0,9821.0
2018-09-14,12604.0,12717.0,12925.0,12604.0,11671.0,,12604.0,12749.0,11667.0,12617.0,12354.0,12509.0,11904.0,10850.0,9958.0,9892.0,9858.0,9813.0
2018-09-17,12579.0,12650.0,12917.0,12604.0,11671.0,,12579.0,12724.0,11675.0,12629.0,12371.0,12505.0,11925.0,10875.0,9963.0,9913.0,9867.0,9821.0
2018-09-18,12617.0,12871.0,13071.0,12658.0,11721.0,,12617.0,12867.0,11738.0,12708.0,12421.0,12608.0,11983.0,10958.0,9988.0,9908.0,9875.0,9829.0
2018-09-19,12646.0,12888.0,13046.0,12646.0,11675.0,,12646.0,12860.0,11721.0,12708.0,12442.0,12579.0,11963.0,10908.0,10004.0,9925.0,9883.0,9838.0
2018-09-20,12667.0,13017.0,13058.0,12667.0,11700.0,,12667.0,12914.0,11742.0,12742.0,12467.0,12575.0,11971.0,10983.0,10029.0,9929.0,9896.0,9838.0
2018-09-21,12696.0,13113.0,13108.0,12713.0,11725.0,,12696.0,12978.0,11750.0,12754.0,12467.0,12583.0,11983.0,10992.0,10025.0,9929.0,9904.0,9846.0
2018-09-24,12696.0,13067.0,13100.0,12700.0,11717.0,,12696.0,12956.0,11733.0,12800.0,12446.0,12592.0,12004.0,10988.0,10042.0,9925.0,9892.0,9854.0
2018-09-25,12692.0,13125.0,13092.0,12692.0,11725.0,,12692.0,12969.0,11742.0,12788.0,12450.0,12604.0,12013.0,10996.0,10025.0,9913.0,9892.0,9858.0
2018-09-26,12700.0,13108.0,13042.0,12675.0,11729.0,,12700.0,12942.0,11692.0,12750.0,12433.0,12563.0,11996.0,10988.0,10025.0,9850.0,9892.0,9850.0
2018-09-27,12700.0,13117.0,13000.0,12675.0,11713.0,,12700.0,12931.0,11683.0,12733.0,12433.0,12546.0,11988.0,10975.0,10008.0,9817.0,9892.0,9850.0
2018-09-28,13038.0,12913.0,12617.0,11697.0,11592.0,,12856.0,11675.0,12717.0,12421.0,13242.0,12514.0,11975.0,10967.0,10000.0,9813.0,9888.0,9842.0
2018-10-01,13063.0,12917.0,12629.0,11733.0,11602.0,,12870.0,11683.0,12708.0,12417.0,13246.0,12514.0,11978.0,10971.0,10001.0,9833.0,9877.0,9842.0
2018-10-02,13138.0,13042.0,12646.0,11775.0,11608.0,,12942.0,11683.0,12738.0,12433.0,13275.0,12533.0,11971.0,10971.0,10004.0,9858.0,9877.0,9842.0
2018-10-03,13329.0,13188.0,12788.0,11838.0,11658.0,,13101.0,11721.0,12838.0,12446.0,13283.0,12572.0,11975.0,10958.0,10004.0,9858.0,9877.0,9846.0
2018-10-04,13442.0,13321.0,12929.0,11913.0,11700.0,,13231.0,11838.0,12908.0,12492.0,13317.0,12639.0,11996.0,10963.0,10013.0,9867.0,9885.0,9871.0
2018-10-05,13483.0,13400.0,12988.0,11913.0,11708.0,,13290.0,11846.0,12875.0,12492.0,13300.0,12628.0,12000.0,10950.0,10013.0,9867.0,9868.0,9850.0
2018-10-08,13479.0,13417.0,13008.0,11946.0,11717.0,,13301.0,11879.0,12892.0,12483.0,13267.0,12631.0,11996.0,10950.0,10013.0,9871.0,9860.0,9846.0
